name,author,narrator,releasedate,language,price,rating_stars,n_ratings,time_mins
The Sage's Secret,Abhinav,GauravMarwa,2019-06-25,English,9.048,4.5,2.0,406
Clifford Takes a Trip,NormanBridwell,StephanieD'Abruzzo,2008-08-02,English,0.78,3.5,2.0,4
City of Ghosts,VictoriaSchwab,RebaBuhr,2018-08-28,English,5.904,4.5,12.0,302
Unicorn Academy: Sophia and Rainbow,JulieSykes,KristinAtherton,2020-02-04,English,3.192,4.5,2.0,89
Escape from Mr. Lemoncello's Library,ChrisGrabenstein,JesseBernstein,2014-07-01,English,10.848,4.5,6.0,379
The Brightest Night,TuiT.Sutherland,ShannonMcManus,2016-08-29,English,6.9,5.0,9.0,484
Billy and the Minpins,RoaldDahl,BillBailey,2017-07-09,English,7.38,4.5,6.0,47
The Summer I Robbed a Bank,DavidO'Doherty,DavidO'Doherty,2021-05-27,English,4.92,4.0,1.0,246
La Belle Sauvage,PhilipPullman,MichaelSheen,2017-10-19,English,11.484,5.0,12.0,794
Captain Underpants and the Wrath of the Wicked Wedgie Woman,DavPilkey,"LenForgione,DazjonFreeman,BenD'Amico",2018-10-30,English,3.096,5.0,4.0,76
Abby in Oz,SarahMlynowski,EmilyEiden,2020-08-04,English,5.34,5.0,1.0,219
Time Travel Diaries,CarolineLawrence,SimonScardifield,2019-04-04,English,10.932,4.5,2.0,254
Bad Day for Ballet,CarolynKeene,NancyWu,2010-07-04,English,2.8080000000000003,5.0,1.0,71
Unicorn Academy: Lily and Feather,JulieSykes,KristinAtherton,2021-05-13,English,3.192,3.0,1.0,93
Judy Moody Goes to College,MeganMcDonald,AmyRubinate,2015-12-27,English,5.628,5.0,1.0,73
The Train to Impossible Places,P.G.Bell,HelenVine,2018-10-25,English,7.74,3.0,1.0,443
A Little Princess,FrancesHodgsonBurnett,ShiromiArserio,2018-05-06,English,8.016,5.0,3.0,421
The House at the Edge of Magic,AmySparkes,CharlieSanderson,2021-11-03,English,6.828,4.5,3.0,252
The Dark Talent,BrandonSanderson,RamondeOcampo,2017-04-20,English,4.776,5.0,1.0,345
Brain-Fizzing Facts,EmilyGrossman,EmilyGrossman,2021-06-24,English,5.916,4.5,4.0,164
Bacca and the Riddle of the Diamond Dragon,"JeromeASF,ScottKenemore",BernardSetaroClark,2016-08-31,English,8.016,5.0,1.0,337
Ghastly Battle,WinterMorgan,NicolZanzarella,2016-02-09,English,2.7960000000000003,5.0,2.0,112
Terror on a Treasure Hunt,WinterMorgan,NicolZanzarella,2016-08-30,English,2.7960000000000003,5.0,3.0,103
The Secret Treasure,WinterMorgan,LaurenFortgang,2015-06-23,English,2.7960000000000003,5.0,3.0,118
Hidden in the Overworld,WinterMorgan,LaurenFortgang,2015-10-13,English,2.7960000000000003,5.0,2.0,113
Battle in the Overworld,WinterMorgan,NicolZanzarella,2016-11-08,English,2.7960000000000003,5.0,2.0,112
The Hardcore War,WinterMorgan,LaurenFortgang,2015-11-24,English,2.7960000000000003,5.0,2.0,113
Creeper Invasion,WinterMorgan,NicolZanzarella,2016-02-09,English,2.7960000000000003,5.0,1.0,106
The Griefer's Revenge,WinterMorgan,LaurenFortgang,2016-02-26,English,2.7960000000000003,5.0,1.0,149
The Nether Attack,WinterMorgan,LaurenFortgang,2015-11-18,English,2.7960000000000003,5.0,2.0,113
Skeleton Battle,WinterMorgan,NicolZanzarella,2016-06-29,English,2.7960000000000003,5.0,2.0,120
Zombie Invasion,WinterMorgan,NicolZanzarella,2016-06-29,English,2.7960000000000003,5.0,1.0,113
Betrayal at Salty Springs: An Unofficial Fortnite Adventure Novel,DevinHunter,RamonDeOcampo,2018-09-10,English,5.6160000000000005,5.0,1.0,130
Bacca and the Skeleton King,"JeromeASF,ScottKenemore",BernardSetaroClark,2016-08-31,English,8.016,5.0,1.0,386
Destruction of the Overworld,MarkCheverton,JefHolbrook,2016-07-03,English,8.016,5.0,1.0,392
Battle for the Nether,MarkCheverton,ChrisSorensen,2014-11-25,English,8.016,5.0,1.0,589
Trouble in Zombie-Town,MarkCheverton,LukeDaniels,2015-03-23,English,8.016,5.0,1.0,450
The Christmas Pig,J.K.Rowling,"AmakaOkafor,RoccoPadden,GerranHowell,",2021-12-10,English,9.588000000000001,5.0,81.0,337
Adventures with Peppa,Ladybird,JohnSparkes,2021-09-23,English,4.92,5.0,4.0,82
Fantastic Beasts and Where to Find Them,"J.K.Rowling,NewtScamander",EddieRedmayne,2017-03-14,English,7.824,4.5,57.0,114
The Velveteen Rabbit,MargeryWilliams,RichardArmitage,2020-08-14,English,0.0,4.5,91.0,24
Charlotte's Web,"E.B.White,MelissaSweet","MerylStreep,fullcast,RobinMiles,",2019-10-29,English,9.048,4.5,20.0,242
Peppa Pig: Bedtime Stories,Ladybird,JohnSparkes,2017-02-02,English,4.104,4.5,100.0,67
Fantastic Mr Fox,RoaldDahl,ChrisO'Dowd,2014-11-09,English,7.38,4.5,31.0,75
The Lion and the Mouse,LavanyaR.N,KarthikKumar,2020-05-03,English,3.7920000000000003,4.5,51.0,8
The Gruffalo and Other Stories,"JuliaDonaldson,AxelScheffler","ImeldaStaunton,JimCarter,StevenPacey",2020-06-08,English,3.876,4.5,3.0,62
"Bedtime Stories for Kids: Collection of Meditation Stories for Children of All Ages with Unicorns, Astronauts, Pirates, Funny Animals, Mermaids, Tales to Fall Asleep and Learn Mindfulness","AmandaDreams,NicoleFairy","MandyFisher,KrystalWascher",2020-01-12,English,12.036,5.0,3.0,1571
Peppa Pig: On the Road with Peppa,JohnSparkes,JohnSparkes,2016-05-26,English,4.104,4.5,26.0,62
Peppa Pig: Once Upon a Time,Ladybird,JohnSparkes,2016-01-28,English,4.104,5.0,32.0,59
Peppa Pig: Peppa Meets the Queen and Other Audio Stories,Ladybird,JohnSparkes,2013-01-08,English,4.92,4.5,11.0,19
Sugarlump and the Unicorn and Other Stories,"JuliaDonaldson,LydiaMonks","DavidTennant,ImeldaStaunton,JoannaPage,",2020-09-07,English,3.876,4.5,3.0,73
The Sleepy Dinosaurs,HannahWatson,HannahWatson,2020-08-31,English,4.5,5.0,4.0,60
The Gruffalo,"JuliaDonaldson,AxelScheffler",ImeldaStaunton,2008-06-24,English,3.876,5.0,9.0,25
Beatrix Potter: The Complete Tales,BeatrixPotter,"GaryBond,MichaelHordern,RosemaryLeach,",2012-01-05,English,7.38,3.5,3.0,351
Peppa Pig: Dentist Trip and Other Audio Stories,Ladybird,JohnSparkes,2012-01-05,English,4.92,4.0,11.0,23
The Dragon’s Toothache,AnnieBesant,ShernazPatel,2020-03-31,English,0.9,4.5,9.0,11
The Monkey and the Crocodile,ShobhaViswanath,NaseeruddinShah,2020-06-03,English,0.9,4.0,4.0,20
Wings of Fire,TuiT.Sutherland,ShannonMcManus,2020-06-10,English,5.904,4.5,3.0,271
The Foolish Lion,ShobhaViswanath,NaseeruddinShah,2020-06-03,English,0.9,5.0,6.0,17
Room on the Broom,"JuliaDonaldson,AxelScheffler",JosieLawrence,2008-07-10,English,3.876,4.5,6.0,24
What the Ladybird Heard,JuliaDonaldson,AlexanderArmstrong,2010-06-29,English,3.876,4.0,4.0,17
The Crow and the Cobra (Hindi Edition),MaplePress,ChaitaliGupta,2021-09-23,Hindi,1.668,4.5,2.0,3
The Highway Rat,JuliaDonaldson,ImeldaStaunton,2014-01-05,English,2.2800000000000002,4.5,4.0,29
The Boy Who Drew Cats,AnushkaRavishankar,JaavedJaaferi,2020-05-03,English,3.528,4.0,7.0,17
The Monkeys and the Capseller,AnushkaRavishankar,SanjayDutt,2020-03-31,English,0.9,5.0,2.0,13
Now We Are Six,A.A.Milne,PeterDennis,2006-01-27,English,3.648,5.0,2.0,53
Tiddler,JuliaDonaldson,ImeldaStaunton,2014-05-17,English,2.2800000000000002,5.0,1.0,37
The Fox and the Squirrel,SheilaGandhi,SaeedJaffrey,2020-06-03,English,4.284,3.0,1.0,14
The Lion and the Hare (Hindi Edition),MaplePress,ChaitaliGupta,2021-09-23,Hindi,1.668,5.0,1.0,3
5-Minute Pout-Pout Fish Stories,"DeborahDiesen,DanHanna-coverillustrator",FredBerman,2020-12-29,English,0.156,5.0,1.0,58
The Magic Unicorn,HannahWatson,HannahWatson,2020-08-31,English,4.5,4.5,3.0,58
The Pigeons and the Rats (Hindi Edition),MaplePress,ChaitaliGupta,2021-09-23,Hindi,1.668,4.0,1.0,3
The Tiger Who Came to Tea,JudithKerr,GeraldineMcEwan,2013-06-06,English,0.912,4.5,6.0,9
Zoey and Sassafras: Unicorns and Germs,AsiaCitro,JaninaEdwards,2021-05-18,English,5.6160000000000005,5.0,2.0,63
An Elephant in My Backyard,ShobhaViswanath,ShernazPatel,2020-03-31,English,0.9,4.0,8.0,8
The Three Little Pigs,uncredited,KatieHaigh,2016-10-03,English,0.888,4.5,2.0,12
Crocodile Teeth,BharatShekhar,TuhinMenon,2022-03-24,English,1.3920000000000001,5.0,1.0,23
Zog and the Flying Doctors,JuliaDonaldson,ImeldaStaunton,2021-05-25,English,3.192,5.0,1.0,31
When We Were Very Young,A.A.Milne,PeterDennis,2006-01-27,English,5.6160000000000005,5.0,2.0,58
The Secret of the Himalayas,"AdamGidwitz,HenaKhan",JanuaryLaVoy,2021-04-05,English,6.636,5.0,1.0,169
The Musical Donkey,ShobhaViswanath,SaeedJaffrey,2020-03-17,English,0.9,5.0,2.0,20
Clifford the Big Red Dog,NormanBridwell,StephanieD'Abruzzo,2008-08-02,English,0.78,4.0,5.0,3
Sky,"AaronEhasz,MelanieMcGanneyEhasz",AdrianPetriw,2021-03-08,English,5.34,5.0,1.0,502
Monkey Puzzle,JuliaDonaldson,ImeldaStaunton,2008-09-16,English,3.876,5.0,2.0,18
Halloween... Che fifa felina!,GeronimoStilton,GeronimoStilton,2017-10-25,Italian,2.2800000000000002,1.0,1.0,37
101 Animals Stories,DreamlandPublications,NinaJehangir,2020-10-06,English,2.7960000000000003,4.0,1.0,98
My Father's Dragon,RuthStilesGannett,ChrisAndrewCiulla,2018-11-27,English,2.8080000000000003,5.0,2.0,50
The Lizard’s Tail,ShobhaViswanath,VidyaBalan,2020-03-31,English,0.9,4.5,10.0,12
Zoey and Sassafras: Bips and Roses,AsiaCitro,JaninaEdwards,2021-02-03,English,5.6160000000000005,5.0,1.0,67
Amma Sonna Kathaigal [Stories Told by Mother],Sivasankari,Sivasankari,2021-12-01,Tamil,0.40800000000000003,4.0,12.0,32
The Racehorse Who Disappeared,ClareBalding,ClareBalding,2017-09-28,English,5.736,5.0,1.0,230
The Singing Mermaid,"JuliaDonaldson,LydiaMonks",LaurenLaverne,2013-10-23,English,3.876,5.0,2.0,13
A Mango Shaped Space,WendyMass,DanielleFerland,2007-07-24,English,11.232000000000001,5.0,1.0,401
Sookha Gulab [Dry Rose],Shivani,SarikaRathore,2020-04-28,Hindi,1.428,4.0,1.0,37
The Sleepysaurus,JenniferCarter,RodJohnson,2018-11-22,English,1.584,3.5,10.0,8
Fish Friends Three,SheilaGandhi,SaeedJaffrey,2020-06-03,English,0.9,4.5,2.0,15
The Magic Unicorn & Sleepy Dinosaur Bed Time Stories Collection,HannahWatson,HannahWatson,2020-08-31,English,5.6160000000000005,5.0,1.0,119
Besura Dhondu,Gulzar,Gulzar,2020-03-31,Hindi,0.9,4.5,3.0,26
The Talking Cave,SheilaGandhi,SaeedJaffrey,2020-06-03,English,4.2,5.0,1.0,14
Rangeela Geedad,Gulzar,Gulzar,2020-03-31,Hindi,0.9,5.0,2.0,23
Raja Kapi,Gulzar,Gulzar,2020-03-31,Hindi,0.9,5.0,1.0,38
Rise of the Shadow Dragons,LizFlanagan,RebeccaKing,2021-08-31,English,6.828,5.0,1.0,487
Rhinos in Nebraska,AlisonPearceStevens,MarkSanderlin,2021-08-24,English,5.064,5.0,1.0,117
Indian Stories: Five Famous Tales,uncredited,KatieHaigh,2016-02-25,English,2.7,3.0,1.0,27
The Magic School Bus on the Ocean Floor,JoannaCole,CassandraMorris,2010-01-09,English,1.4040000000000001,5.0,1.0,62
On the Origin of Species,SabinaRadeva,RoyMcMillan,2019-04-18,English,7.38,1.0,1.0,30
The Wind in the Willows,KennethGrahame,MichaelHordern,2007-08-20,English,6.696,5.0,2.0,416
Cricket for the Crocodile,RuskinBond,RuskinBond,2020-08-19,English,2.4,3.0,3.0,26
Last Week Tonight with John Oliver Presents a Day in the Life of Marlon Bundo,"MarlonBundo,JillTwiss","JimParsons,JesseTylerFerguson,JeffGarlin,",2018-03-18,English,0.78,5.0,19.0,7
Mr. Popper's Penguins,"RichardAtwater,FlorenceAtwater",NickSullivan,2009-01-04,English,6.0,5.0,2.0,134
"Laloo Bandar, Nathoo Magarmach",Gulzar,Gulzar,2020-03-31,Hindi,0.9,1.0,3.0,24
Kaka and the Mouse,PankajaSrinivasan,KarthikKumar,2020-05-03,English,0.9,5.0,2.0,8
The Fish Who Found the Sea,AlanWatts,DanAkers,2020-07-14,English,3.096,5.0,4.0,8
Bondu Kaagi,SheilaGandhi,TomAlter,2020-03-31,Hindi,0.9,5.0,1.0,17
The Snake Who Came to Stay,JuliaDonaldson,OliviaColman,2013-10-07,English,1.956,5.0,2.0,15
Ember Rising,S.D.Smith,JoelClarkson,2018-02-26,English,8.016,5.0,2.0,562
Selected Just So Stories,RudyardKipling,JohnnyMorris,2009-06-30,English,4.188,5.0,1.0,187
Dost Machiliya Teen,SheilaGandhi,TomAlter,2020-03-31,Hindi,0.9,5.0,1.0,18
Twilight Sparkles prinsessbesvärjelse och andra berättelser,MyLittlePony,IdaOlsson,2020-04-03,Swedish,0.384,1.0,1.0,41
Bablu and the Mouse,LavanyaR.N.,KarthikKumar,2020-06-03,English,3.408,3.0,3.0,5
We're All Wonders,R.J.Palacio,KivlighandeMontebello,2018-01-01,English,0.40800000000000003,4.5,2.0,3
Lomdi Aur Gileheri [Fox and Squirrel],SheilaGandhi,TomAlter,2020-03-31,Hindi,0.9,5.0,4.0,17
DogZombies Rule for Now,LizPichon,RussellTovey,2016-10-27,English,6.372,5.0,7.0,118
Bambi,"FelixSalten,JanetSchulman",FrankDolan,2002-11-01,English,2.7960000000000003,4.0,4.0,51
Dorje’s Stripes,AnshumaniRuddra,NosherwanJehangir,2020-03-31,English,0.9,5.0,2.0,24
The Gruffalo Song & Other Songs,JuliaDonaldson,JuliaDonaldson,2008-09-16,English,3.876,5.0,1.0,39
Dear Zoo and Friends,RodCampbell,DanielWeyman,2018-03-05,English,3.876,5.0,1.0,60
The Four Friends,ShobhaViswanath,SaeedJaffrey,2020-03-31,English,0.9,5.0,2.0,19
Gauri and the Talking Cow,DevduttPattanaik,RohiniVij,2020-04-08,English,3.612,5.0,2.0,25
Dinosaur Trouble,DickKing-Smith,AndrewSachs,2014-01-11,English,4.776,5.0,2.0,83
Legion,JulieKagawa,"CaitlinDavies,TristanMorris,MacLeodAndrews,",2017-04-25,English,9.84,5.0,1.0,708
"Great Choice, Camille!",StuartJ.Murphy,TamaraRyan,2019-11-15,English,0.756,4.0,1.0,5
The Velveteen Rabbit,MargeryWilliams,uncredited,2008-11-02,English,0.78,5.0,1.0,12
The Llama Llama Audiobook Collection,AnnaDewdney,AnnaDewdney,2015-10-20,English,3.612,5.0,1.0,19
Puss in Boots,CharlesPerrault,ShawnRyskamp,2007-12-30,English,0.78,2.0,1.0,12
Viva Durant and the Secret of the Silver Buttons,AshliSt.Armant,BahniTurpin,2019-10-31,English,2.388,5.0,12.0,245
The Mystwick School of Musicraft,JessicaKhoury,SuzyJackson,2019-05-09,English,3.192,5.0,27.0,498
Meet Me There,JudyCorry,"AmyMelissaBentley,BrandonUtah",2018-12-25,English,7.032,4.0,1.0,478
This Lullaby,SarahDessen,AliAhn,2009-11-06,English,15.072000000000001,2.0,1.0,631
Michael Jackson: Ultimate Music Legend,KatherineKrohn,Intuitive,2017-06-29,English,1.968,4.5,3.0,37
Echo,PamMuñozRyan,"MarkBramhall,DaviddeVries,AndrewsMacLeod,",2015-08-04,English,7.872,5.0,5.0,631
The Amazing Mystery Show,GertrudeChandlerWarner,AimeeLilly,2012-12-14,English,3.66,5.0,1.0,93
Stage Fright on a Summer Night,MaryPopeOsborne,MaryPopeOsborne,2007-03-30,English,3.612,3.0,1.0,42
Superstar Watch,GertrudeChandlerWarner,AimeeLilly,2012-01-01,English,3.66,5.0,1.0,84
Who Was Leonardo da Vinci?,RobertaEdwards,KevinPariseau,2019-03-26,English,4.212,5.0,2.0,55
No Ballet Shoes in Syria,CatherineBruton,LaraSawalha,2019-02-05,English,4.548,3.0,1.0,310
If You're Happy and You Know It,AnnaMcQuinn,SusanReed,2010-07-01,English,4.776,4.0,1.0,7
Harry's Piano,SusanSukmanMcCray,LisaLindsley,2018-11-05,English,4.212,3.0,1.0,23
The Boy Who Swam with Piranhas,DavidAlmond,MalcolmHamilton,2014-01-10,English,7.968,4.0,1.0,279
American Hip-Hop,NathanSacks,Intuitive,2017-04-18,English,5.628,5.0,1.0,70
Puffin Lives: B.R. Ambedkar,PayalKapadia,RohiniVij,2021-04-23,English,5.424,4.5,27.0,187
Good Night Stories for Rebel Girls,"RebelGirls,ElenaFavilli","AnnieQ,DaphneRubin-Vega,DeeptiGupta,",2021-07-28,English,5.0040000000000004,5.0,1.0,227
Michelle Obama,LuciaRaatma,anonymous,2022-08-03,English,0.984,4.0,2.0,3
My Life,A.P.J.Kalam,SmitaSingh,2017-01-19,English,2.64,4.5,53.0,131
Who Is Malala Yousafzai?,"DinahBrown,WhoHQ",SoneelaNankani,2019-03-12,English,4.212,5.0,1.0,59
How to Be a Writer,RuskinBond,Shubhankar,2021-07-04,English,9.444,4.5,7.0,75
Amazing Muslims Who Changed the World,BurhanaIslam,MayaSaroya,2020-08-27,English,4.92,5.0,1.0,181
Who Was Albert Einstein?,JessBrallier,KevinPariseau,2019-03-26,English,4.212,5.0,2.0,62
Ronaldo,"MattOldfield,TomOldfield",JoeJameson,2019-04-18,English,3.048,5.0,2.0,167
Goodnight Stories for Rebel Girls 2,"FrancescaCavallo,ElenaFavilli,RebelGirls","AliciaKeys,AshleyJudd,DanaiGurira,",2019-02-28,English,5.0040000000000004,4.5,6.0,227
Messi,"MattOldfield,TomOldfield",JoeJameson,2019-04-18,English,3.636,5.0,2.0,167
Horrible Histories: Rotten Romans,"TerryDeary,MartinBrown",TerryDeary,2014-03-27,English,4.548,5.0,1.0,61
Dreaming in Code,EmilyArnoldMcCully,EmilyArnoldMcCully,2019-12-03,English,9.048,4.0,1.0,178
Brown Girl Dreaming,JacquelineWoodson,JacquelineWoodson,2014-08-28,English,9.048,5.0,1.0,235
I Am Helen Keller,BradMeltzer,"SaskiaMaarleveld,Various",2019-05-02,English,3.012,5.0,2.0,17
Steve Jobs: Technology Innovator and Apple Genius,MattDoeden,Intuitive,2017-06-29,English,1.968,4.5,12.0,35
Fantastically Great Women Who Changed the World,KatePankhurst,"KatePankhurst,AdjoaAndoh,HarrietCarmichael,",2020-06-02,English,3.192,5.0,1.0,36
Rivals 2! More Frenemies Who Changed the World,ScottMcCormick,"BillAndrewQuinn,RaphaelCorkhill,SeanPatrickHopkins,",2019-08-08,English,6.0120000000000005,5.0,2.0,134
Who Was Genghis Khan?,"NicoMedina,WhoHQ",MarkBramhall,2018-05-06,English,4.212,2.0,1.0,63
Leonardo da Vinci,NicolasSoames,LauraBrattan,2013-02-12,English,0.384,5.0,1.0,18
Up Close: Oprah Winfrey,IleneCooper,BobbiOwens,2018-04-17,English,8.436,4.0,1.0,182
Mohandas Karamchand Gandhi,NicolasSoames,DanielPhilpott,2013-02-12,English,0.384,4.0,2.0,14
I Am Jane Goodall,BradMeltzer,"LaurenBaldwin,Various",2019-05-02,English,3.012,4.0,2.0,19
Who Was Muhammad Ali?,JamesBuckleyJr.,DominicHoffman,2016-05-07,English,4.212,5.0,1.0,61
Who Is Jane Goodall?,RobertaEdwards,CassandraCampbell,2016-02-02,English,4.212,4.5,6.0,66
Stories for Boys Who Dare to Be Different,BenBrooks,"JoshuaHiggott,ThomasJudd",2018-04-19,English,6.828,5.0,2.0,178
Before Columbus,CharlesC.Mann,StephenMcLaughlin,2016-09-16,English,6.0120000000000005,5.0,2.0,225
We Must Not Forget,DeborahHopkinson,RosieJones339,2021-10-05,English,5.904,5.0,1.0,339
My Life with the Chimpanzees,JaneGoodall,JaneGoodall,2019-11-19,English,6.0,5.0,9.0,223
Sachiko,CarenB.Stelson,"KatherineFenton,JohnChancer",2016-11-17,English,14.064,5.0,1.0,206
Who Was Steve Jobs?,"PamPollack,MegBelviso",RobShapiro,2016-01-03,English,4.212,5.0,2.0,62
Your Dream Life Starts Here,KristinaKarlsson,KristinaKarlsson,2018-09-24,English,12.756,5.0,1.0,407
Helen's Big World,DoreenRappaport,EileenStevens,2017-05-04,English,0.396,4.0,1.0,15
Marie Curie,KathleenKrull,TaviaGilbert,2020-11-02,English,5.6160000000000005,5.0,1.0,146
Fatty Legs (10th Anniversary Edition),"Margaret-OlemaunPokiak-Fenton,ChristyJordan-Fenton,DebbieReese-foreword",LisaNasson,2021-03-15,English,5.628,4.0,1.0,107
The Electric War,MikeWinchell,GregTremblay,2019-01-22,English,14.064,4.5,3.0,333
Of Thee I Sing,BarackObama,AndreBraugher,2010-11-16,English,1.8,5.0,1.0,16
On a Beam of Light,JenniferBerne,RichOrlow,2013-12-18,English,0.756,4.0,2.0,14
I Am Neil Armstrong,BradMeltzer,"MarcThompson,Various",2019-05-02,English,3.012,4.0,1.0,22
Sterling Point Books,AlistairMaclean,PeterGanim,2009-04-20,English,3.192,5.0,1.0,201
Projekt 1065,AlanGratz,DanBittner,2016-11-10,English,7.872,5.0,1.0,420
Bomb,SteveSheinkin,RoyRoySamuelson,2013-08-01,English,12.06,5.0,2.0,431
Just Ask!,SoniaSotomayor,"AliStroker,SoniaSotomayor",2020-01-21,English,3.012,4.5,2.0,11
Epic Encounters in the Animal Kingdom (Brave Adventures Vol. 2),CoyotePeterson,SeanKenin,2019-10-09,English,6.0,5.0,2.0,299
The King of Sting,CoyotePeterson,CoyotePeterson,2019-02-04,English,6.0,5.0,1.0,195
William Tyndale: The Smuggler's Flame,LoriRich,DerekPerkins,2018-06-11,English,8.436,5.0,1.0,198
The Story of Napoleon,H.E.Marshall,DavidThorn,2008-11-12,English,1.68,2.0,1.0,120
Sterling Biographies,EllenBluePhillips,RoscoeOrman,2009-04-20,English,3.192,5.0,1.0,160
Sterling Biographies,TabathaYeatts,A.C.Fellner,2009-04-21,English,3.192,5.0,1.0,186
"I Survived the Destruction of Pompeii, A.D. 79",LaurenTarshis,SaskiaMaarleveld,2016-05-10,English,2.244,5.0,1.0,89
Becoming Kareem,"KareemAbdul-Jabbar,RaymondObstfeld",KareemAbdul-Jabbar,2017-11-21,English,6.0,4.5,2.0,348
Horrible Histories: Vicious Vikings,"TerryDeary,MartinBrown",TerryDeary,2014-03-27,English,4.548,5.0,1.0,60
Temple Grandin,SyMontgomery,MeredithMitchell,2012-01-05,English,4.2,5.0,1.0,168
Franklin D. Roosevelt,TeriKanefield,ChrisLutkin,2020-04-22,English,14.064,5.0,1.0,277
Genius Physicist Albert Einstein,KatieMarsico,BookBuddyDigitalMedia,2018-12-28,English,1.968,5.0,1.0,19
Isaac Newton,NicolasSoames,DanielPhilpott,2013-02-12,English,0.384,5.0,2.0,12
"I Survived the Children's Blizzard, 1888",LaurenTarshis,AndrewEiden,2018-02-27,English,3.936,5.0,1.0,106
Whoosh!,ChrisBarton,J.D.Jackson,2016-05-23,English,0.984,5.0,2.0,12
Devi,SubhadraSenGupta,ChandrimaMazumdar,2017-11-16,English,4.476,4.5,2.0,38
How They Croaked,GeorgiaBragg,L.J.Ganser,2011-11-08,English,5.628,4.0,1.0,194
Jesse Owens,CaroleWeatherford,KevinR.Free,2012-10-05,English,3.66,3.0,1.0,15
Kings and Queens,"EleanorFarjeon,HerbertFarjeon","IslaBlair,JulianGlover",2011-10-18,English,3.408,5.0,1.0,75
Serena Williams,MattChristopher,CherelleCargill,2017-03-07,English,6.0,3.0,1.0,132
The Secrets of Winterhouse,BenGuterson,SophieAmoss,2018-12-31,English,2.172,4.5,3.0,560
Best English Tales and Stories for Kids,div.,KatieHaigh,2016-08-04,English,4.5120000000000005,3.5,3.0,63
Superpowered,"ReneeJain,Dr.ShefaliTsabary",KarissaVacker,2020-09-22,English,9.048,5.0,3.0,244
Fancy Nancy: Best Reading Buddies,JaneO'Connor,DhoniMiddleton,2016-06-09,English,1.344,5.0,1.0,6
The Witchcraft of Salem Village,ShirleyJackson,GabrielledeCuir,2014-10-28,English,7.0200000000000005,4.0,4.0,189
The Winterhouse Mysteries,"BenGuterson,ChloeBristol",SophieAmoss,2019-12-31,English,2.172,5.0,3.0,589
Winterhouse,BenGuterson,SophieAmoss,2018-08-05,English,2.172,4.0,6.0,565
The Bookworm,LavanyaR.N,RMadhavan,2020-03-31,English,0.9,4.0,4.0,16
Absolutely Everything!,ChristopherLloyd,ChristopherLloyd,2020-01-06,English,6.192,5.0,1.0,391
Mr. Lemoncello's Library Olympics,ChrisGrabenstein,JesseBernstein,2016-05-01,English,10.848,5.0,3.0,364
The Detective Dog,JuliaDonaldson,BaronessFloellaBenjamin,2017-07-09,English,3.876,5.0,3.0,10
The Unbreakable Code,JenniferChamblissBertman,JessicaAlmasy,2017-04-25,English,8.436,5.0,1.0,473
