name,author,narrator,releasedate,language,price,rating_stars,n_ratings,time_mins
Hidden in Darkness,AliceWinters,JoelLeslie,2018-09-10,English,7.032,5.0,1.0,582
Fair Game,JoshLanyon,SawyerAllerde,2010-10-11,English,7.212,4.5,2.0,405
Broken Pieces,RileyHart,JackDuPont,2016-09-20,English,10.032,5.0,1.0,664
"A Matter of Time, Volume 2",MaryCalmes,PaulMorey,2013-01-02,English,5.628,5.0,1.0,829
"Bear, Otter, and the Kid",TJKlune,SeanCrisden,2012-01-06,English,5.628,3.5,2.0,739
Her Name in the Sky,KellyQuindlen,PiperGoodeve,2017-11-04,English,11.256,5.0,1.0,674
What Belongs to You,GarthGreenwell,GarthGreenwell,2017-04-20,English,3.876,5.0,3.0,370
Graceful Burdens,RoxaneGay,SamiraWiley,2020-01-09,English,0.804,5.0,1.0,45
The Hanged Man,K.D.Edwards,JoshHurley,2019-12-19,English,10.032,5.0,1.0,912
Snow Storm,DavidsonKing,"PhilipAlces,JoelLeslie",2019-10-22,English,7.032,5.0,1.0,345
Band Sinister,KJCharles,CornellCollins,2019-03-19,English,7.032,5.0,1.0,479
Snow Falling,DavidsonKing,"PhilipAlces,JoelLeslie",2018-07-31,English,7.032,5.0,1.0,381
Passion’s Bright Fury,Radclyffe,ColeenMarlo,2014-04-15,English,8.016,4.0,1.0,479
Hunter’s Way,GerriHill,AbbyCraden,2015-06-10,English,10.032,5.0,1.0,628
Fair Play,JoshLanyon,J.F.Harding,2015-08-09,English,8.016,5.0,2.0,440
Stranger on the Shore,JoshLanyon,JeremyYork,2015-08-09,English,8.016,4.5,3.0,557
Against Doctor’s Orders,Radclyffe,EvaKaminsky,2014-12-23,English,8.016,5.0,1.0,548
Sacred Country,RoseTremain,HarrisonKnights,2017-12-14,English,8.652000000000001,4.0,1.0,784
Hard to Hold,JaclynQuinn,SeanCrisden,2019-11-19,English,7.032,4.5,2.0,425
Hard to Get,JaclynQuinn,SeanCrisden,2019-10-29,English,7.032,4.5,2.0,400
A Dangerous Dance,DavidsonKing,"PhilipAlces,JoelLeslie",2019-04-16,English,7.032,5.0,1.0,358
Badlands,MorganBrice,KaleWilliams,2019-12-03,English,7.032,4.5,2.0,500
The Black Tides of Heaven,NeonYang,NancyWu,2019-06-25,English,5.628,2.0,1.0,321
Triple Threat,DavidsonKing,"PhilipAlces,JoelLeslie",2019-11-19,English,7.032,5.0,1.0,368
A Light in the Darkness,AliceWinters,JoelLeslie,2018-11-13,English,7.032,5.0,1.0,547
Deception in Darkness,AliceWinters,JoelLeslie,2020-01-14,English,8.436,5.0,1.0,635
An Unnatural Vice,KJCharles,MatthewLloydDavies,2017-06-06,English,8.016,5.0,2.0,474
Honestly Ben,BillKonigsberg,DanBittner,2017-01-04,English,7.872,5.0,2.0,556
Herland,CharlottePerkinsGilman,WilliamDufris,2011-03-30,English,7.032,5.0,1.0,421
Filthy Erotic Sex Stories,LucyJames,SallyBeth,2021-07-01,English,8.016,3.0,5.0,300
Silver in the Wood & Drowned Country,EmilyTesh,MatthewLloydDavies,2020-08-18,English,7.032,4.0,1.0,351
The Seep,ChanaPorter,ShakinaNayfack,2020-01-21,English,8.16,4.0,1.0,184
Out of the Blue,LilaRose,"AntonyFerguson,JoelLeslie",2019-02-07,English,8.436,4.5,3.0,659
Year of the Monsoon,CarenJ.Werlinger,LisaLarsen,2019-04-06,English,8.016,4.0,1.0,528
Courting Mr. Lincoln,LouisBayard,"RobertFass,TaviaGilbert",2019-04-23,English,8.436,4.0,1.0,808
Lucky Town,MorganBrice,KaleWilliams,2019-03-29,English,5.628,4.0,1.0,189
Santori,MarisBlack,J.F.Harding,2019-12-02,English,8.016,5.0,1.0,449
The Lion Tamer Who Lost,LouiseBeech,JordanMetcalfe,2019-01-22,English,8.652000000000001,4.0,1.0,668
A Love Story for Bewildered Girls,EmmaMorgan,"LucyDixon,ChristineHewitt,AnnabelScholey",2019-07-02,English,8.196,3.0,1.0,530
Born Again Sinner,DarylBanner,"ChrisChambers,SeanCrisden",2018-12-12,English,8.436,5.0,1.0,602
Jungle Heat,BonnieDee,PhilipRose,2010-10-11,English,7.212,1.0,1.0,531
Beowulf for Cretins,AnnMcMan,ChristineWilliams,2018-07-17,English,8.016,5.0,1.0,530
In Search of Saints,HarperFox,TimGilbert,2016-02-12,English,2.7960000000000003,5.0,1.0,157
Long Time Gone,SEJakes,AdamNorth,2015-12-16,English,8.016,5.0,1.0,470
Cage Match,BonnieDee,NoahMichaelLevine,2016-10-26,English,8.016,4.0,1.0,370
Half Moon Chambers,HarperFox,TimGilbert,2016-01-12,English,8.016,5.0,1.0,426
A Reason to Believe,DianaCopland,JackLeFleur,2012-10-22,English,10.032,5.0,1.0,605
Finding the Grain,WynnMalone,AmberBenson,2014-11-26,English,10.032,4.0,1.0,871
The Front Runner,PatriciaNellWarren,ChristianRummel,2011-12-22,English,10.032,5.0,1.0,650
All Roads Lead To You,HarperFox,TimGilbert,2016-02-12,English,2.7960000000000003,5.0,1.0,99
The Princess and the Prix,NellStark,VictoriaAston,2016-08-04,English,8.016,5.0,1.0,565
Full Circle,RileyHart,JackDuPont,2016-11-22,English,8.016,5.0,1.0,441
Patience and Sarah,IsabelMiller,"JeanSmart,JanisIan",2015-09-15,English,8.016,5.0,1.0,345
Ball & Chain,AbigailRoux,J.F.Harding,2015-12-15,English,10.032,5.0,1.0,600
The Good Son,PaulMcVeigh,PaulMcVeigh,2016-01-21,English,7.152,4.0,1.0,446
Who Is Vera Kelly?,RosalieKnecht,ElisabethRodgers,2018-12-06,English,9.84,4.0,1.0,410
Queer,WilliamS.Burroughs,"T.RyderSmith,AndrewGarman",2013-01-08,English,3.96,3.0,1.0,282
A Density of Souls,ChristopherRice,JamesDaniels,2008-11-09,English,8.040000000000001,5.0,1.0,520
Run to You,GeorgiaBeers,AbbyCraden,2016-11-15,English,8.016,3.0,1.0,571
The Spiral Down,AlyMartinez,"AidenSnow,TeddyHamilton",2017-11-28,English,8.016,5.0,1.0,525
The Backup Boyfriend,RiverJaymes,MarcBachmann,2015-09-06,English,11.256,1.0,1.0,517
Rescued Heart,GeorgiaBeers,AbbyCraden,2016-05-23,English,8.016,5.0,1.0,458
All That Lies Within,LynnAmes,EmilyBeresford,2015-07-01,English,8.016,5.0,1.0,581
Object of His Desire,AvaMarch,TimGilbert,2017-01-30,English,2.7960000000000003,2.0,1.0,128
Letters Never Sent,SandraMoran,LisaLarsen,2015-03-17,English,11.244,5.0,1.0,794
Trick of Time,J.L.Merrow,FleetCooper,2013-01-28,English,1.992,4.0,1.0,190
Goldenrod,AnnMcMan,ChristineWilliams,2017-11-07,English,10.032,4.5,2.0,676
The Book of Daniel,Z.A.Maxfield,ThomasFawley,2015-10-08,English,8.016,4.0,1.0,550
Docile,K.M.Szpara,"MarkSanderlin,VikasAdam",2020-03-03,English,2.652,5.0,1.0,992
The X Ingredient,RoslynSinclair,AnastasiaWatley,2020-01-28,English,8.436,4.5,5.0,667
Object of Desire,DalMacLean,GaryFurlong,2020-01-14,English,9.84,5.0,1.0,771
Too Good to Be True,A.E.Via,TimPaige,2020-08-25,English,7.032,5.0,1.0,512
Here Comes Trouble,A.E.Via,AidenSnow,2019-02-07,English,7.032,5.0,1.0,510
"Nothing Special Series Box Set, Books 1-5",A.E.Via,AidenSnow,2020-10-27,English,7.032,5.0,1.0,3099
Promises: Part 2,A.E.Via,AidenSnow,2020-07-01,English,8.436,5.0,2.0,556
Try,EllaFrank,ShannonGunn,2014-07-15,English,10.032,4.0,1.0,801
I Kissed a Boy,LandonDixon,JonCurtis,2020-06-03,English,1.824,1.0,1.0,17
Jack: Grime and Punishment,Z.A.Maxfield,JoeArden,2015-08-21,English,8.016,4.5,2.0,352
Not Fade Away,SEJakes,AdamNorth,2015-12-16,English,2.7960000000000003,5.0,1.0,65
Nothing Special VII: EX Meridian,A.E.Via,AidenSnow,2020-07-07,English,7.032,5.0,2.0,513
His Hart’s Command,A.E.Via,AidenSnow,2019-05-11,English,8.436,5.0,3.0,531
Don't Judge,A.E.Via,AidenSnow,2019-07-24,English,7.032,5.0,2.0,578
Nothing Special,A.E.Via,AidenSnow,2019-05-14,English,7.032,5.0,1.0,587
Nothing Special V,A.E.Via,AidenSnow,2019-10-20,English,8.436,5.0,1.0,749
Beyond the Sea,KeiraAndrews,GregBoudreaux,2020-06-30,English,7.032,5.0,1.0,522
Ethan,NicoleEdwards,"RobertStormPeterson,TristanWoods,SeraphineValentine",2014-07-10,English,11.244,5.0,1.0,740
Whisper,TalBauer,JohnSolo,2021-07-27,English,9.84,5.0,1.0,1555
The Picture of Dorian Gray,OscarWilde,StephenFry,2017-08-22,English,8.016,4.5,41.0,316
Bath Haus,P.J.Vernon,"MichaelCrouch,DanielHenning",2021-06-15,English,13.572000000000001,4.5,5.0,728
Blue on Blue,DalMacLean,GaryFurlong,2020-12-05,English,8.436,5.0,1.0,807
Spooky Business,S.E.Harmon,KirtGraves,2021-09-03,English,7.032,5.0,2.0,617
Body Language,A.K.Turner,EllieKendrick,2020-11-26,English,15.936,5.0,1.0,661
Requiem for Immortals,LeeWinter,AnaisInaraChase,2019-08-20,English,7.032,4.5,3.0,725
A Hard Call,MaxWalker,GregBoudreaux,2018-09-25,English,7.032,5.0,1.0,425
The Long Shot,PaulMonette,MarkCabus,2014-12-03,English,10.032,4.0,1.0,649
Enemy of My Enemy,TalBauer,JohnSolo,2020-10-20,English,7.032,5.0,1.0,1092
Interlude: First Noel,TalBauer,JohnSolo,2021-09-02,English,7.032,5.0,1.0,395
Breaking Character,LeeWinter,AngelaDawe,2019-04-23,English,8.436,5.0,9.0,707
If the Shoe Fits,E.J.Noyes,KelseyNavarro,2019-11-19,English,10.032,5.0,9.0,696
Matrix,LaurenGroff,AdjoaAndoh,2021-09-23,English,10.656,5.0,2.0,532
Ravensong,TJKlune,KirtGraves,2018-06-12,English,7.0200000000000005,5.0,2.0,1218
Ask Me Again,E.J.Noyes,AbbyCraden,2019-09-07,English,8.436,4.5,6.0,584
Ache,MarleyValentine,"GomezPugh,TeddyHamilton,EmmaWilder",2021-07-28,English,8.016,5.0,1.0,416
Hostile Takeover,LucyLennox,"TeddyHamilton,SeanCrisden",2021-10-29,English,8.016,4.5,2.0,536
Rule Breaker,LilyMorton,JoelLeslie,2019-04-15,English,8.016,4.5,2.0,572
The Secret Poet,GeorgiaBeers,AJFerraro,2021-06-04,English,8.016,3.0,1.0,444
How to Belong with a Billionaire,AlexisHall,JoelLeslie,2019-03-09,English,6.0,5.0,1.0,824
Top Secret,"SarinaBowen,ElleKennedy","TeddyHamilton,ChristianFox",2019-05-31,English,8.016,5.0,6.0,565
The Split,LauraKay,ImogenChurch,2021-02-22,English,10.02,4.5,2.0,626
The Fall,MayArcher,"AlexanderCendese,IggyToma",2019-02-19,English,7.032,4.0,2.0,508
"Ask, Tell",E.J.Noyes,AbbyCraden,2019-11-06,English,7.032,5.0,8.0,509
A Guy Walks into My Bar,LaurenBlakely,"ShaneEast,JoeArden,FullCast",2020-08-17,English,10.032,4.5,8.0,626
The King's Men,NoraSakavic,AlexanderCendese,2018-12-12,English,8.436,5.0,2.0,753
The Gravity Between Us,KristenZimmer,"AmyMelissaBentley,RebeccaEstrella",2015-09-16,English,11.256,4.5,7.0,532
Prince of Air and Darkness,M.A.Grant,JohnSolo,2019-06-28,English,8.436,5.0,1.0,750
The Nerd and the Prince,B.G.Thomas,SebYarrick,2019-03-01,English,4.212,5.0,1.0,426
Who'd Have Thought,G.Benson,TanyaEby,2018-03-27,English,8.436,5.0,3.0,720
Heartsong,T.J.Klune,KirtGraves,2019-10-22,English,9.84,5.0,2.0,1066
"Promises, Part 4",A.E.Via,AidenSnow,2020-10-03,English,8.436,5.0,2.0,663
Hello Forever,SarinaBowen,"DakeBliss,TeddyHamilton",2017-07-14,English,9.276,5.0,1.0,372
Not Dead Yet,JennBurke,GregBoudreaux,2019-07-24,English,7.032,5.0,4.0,558
Winter Waites,LucyLennox,MichaelDean,2021-01-26,English,2.7960000000000003,3.0,1.0,145
Pounding Skin,L.A.Witt,MichaelFerraiuolo,2019-04-30,English,7.032,5.0,1.0,576
Wolf in Sheep's Clothing,CharlieAdhara,ErikBloomquist,2020-10-03,English,7.032,5.0,1.0,677
How to Vex a Vampire,AliceWinters,MichaelFerraiuolo,2020-04-30,English,10.032,5.0,2.0,602
Iron & Fire,ArianaNash,CornellCollins,2019-07-30,English,7.032,5.0,1.0,664
The Salisbury Key,HarperFox,HamishLong,2017-07-12,English,10.032,5.0,1.0,660
Coming Out,LilaRose,PaulCasteri,2017-10-24,English,6.0120000000000005,2.0,1.0,212
Virgin Flyer,LucyLennox,MichaelDean,2020-11-03,English,8.016,5.0,5.0,505
Priddy's Tale,HarperFox,ChrisClog,2017-04-03,English,8.016,5.0,1.0,405
Leo Loves Aries,AnytaSunday,RudySanda,2018-12-06,English,7.032,5.0,1.0,494
Temptation,KrisBryant,BrittniPope,2020-08-01,English,8.016,4.5,3.0,466
IRL: In Real Life,"LucyLennox,MollyMaddox",MichaelPauley,2019-02-21,English,8.016,4.5,5.0,528
The Brutal Truth,LeeWinter,AngelaDawe,2018-08-05,English,8.436,5.0,6.0,702
Kidnapped by the Pirate,KeiraAndrews,CornellCollins,2018-04-17,English,7.032,5.0,1.0,606
By Mutual Consent,TraceyRichardson,LoriPrince,2020-05-26,English,7.032,4.5,2.0,526
Fakers,"LucyLennox,MayArcher",MichaelDean,2020-07-27,English,8.016,5.0,1.0,562
Before You Say I Do,ClareLydon,JustineEyre,2020-10-13,English,12.06,4.0,1.0,438
"It’s Been a Pleasure, Noni Blake",ClaireChristian,WithingtonMaddy,2020-02-12,English,10.02,3.0,1.0,593
Flavor of the Month,GeorgiaBeers,LoriPrince,2020-09-04,English,8.016,3.5,2.0,518
Alone,E.J.Noyes,AbbyCraden,2019-08-13,English,8.016,5.0,1.0,592
Beautiful Dreamer,MelissaBrayden,MelissaSternenberg,2019-11-07,English,10.032,5.0,2.0,634
Backwards to Oregon,Jae,HaydenBishop,2019-03-14,English,10.032,4.0,1.0,930
A Little Bit Like Love,BrookeBlaine,"WesleyPaul,PerryBishop",2020-04-21,English,14.064,4.0,1.0,455
Not the Marrying Kind,Jae,AngelaDawe,2019-07-30,English,8.436,5.0,1.0,712
Shiver,"JocelynnDrake,RindaElliott",KennethObi,2019-03-26,English,10.032,4.5,2.0,646
Witchbane,MorganBrice,KaleWilliams,2019-03-29,English,7.032,5.0,1.0,454
The Gift,MayArcher,"AlexanderCendese,IggyToma",2019-06-18,English,7.032,5.0,3.0,595
Thursday Afternoons,TraceyRichardson,AbbyCraden,2019-03-12,English,7.032,5.0,1.0,446
Ends of the Earth,KeiraAndrews,GregBoudreaux,2020-08-15,English,7.032,4.0,1.0,412
One Walk in Winter,GeorgiaBeers,LoriPrince,2019-10-15,English,8.016,5.0,2.0,549
Anyone But You,ChelseaM.Cameron,LoriPrince,2019-08-20,English,7.032,5.0,2.0,411
Clutch,"PiperScott,VirginiaKelly",MichaelFerraiuolo,2019-04-07,English,8.016,1.0,1.0,428
The Rising,MorganBrice,KaleWilliams,2019-06-18,English,7.032,4.0,1.0,408
Of Sunlight and Stardust,"ChristinaLee,RileyHart","TristanJames,KaleWilliams",2019-05-14,English,8.016,5.0,2.0,424
How to Be a Movie Star,TJKlune,MichaelLesley,2019-05-28,English,8.436,5.0,1.0,732
A Ferry of Bones & Gold,HaileyTurner,GaryFurlong,2019-04-17,English,10.032,3.0,1.0,634
The CEO's Christmas Manny,AngelaMcAllister,JohnSolo,2019-02-05,English,4.212,4.0,2.0,425
Yanni's Story,N.R.Walker,JoelLeslie,2018-05-06,English,12.66,5.0,1.0,914
Rock Solid,RileyHart,JoeArden,2016-07-06,English,8.016,4.0,2.0,382
Hush,TalBauer,JoelLeslie,2018-01-05,English,9.84,5.0,1.0,1163
Ground Zero,AimeeNicoleWalker,TristanJames,2020-04-14,English,8.436,5.0,1.0,604
Give Up the Ghost,JennBurke,GregBoudreaux,2019-08-27,English,7.032,5.0,1.0,486
Daily Grind,AnnaZabo,IggyToma,2017-02-21,English,10.692,4.5,2.0,706
The Road to You,HarperBliss,"EmilyBeresford,GabraZackman",2017-02-21,English,9.84,3.0,1.0,334
In the Distance There Is Light,HarperBliss,CharlotteNorth,2017-08-29,English,8.016,3.0,1.0,392
Goodbye Paradise,SarinaBowen,"TeddyHamilton,DakeBliss",2017-09-05,English,9.84,5.0,1.0,481
Coming Home,LoisCloarecHart,AnastasiaWatley,2020-06-23,English,8.436,4.0,1.0,647
Slammed,LolaKeeley,LoriPrince,2020-01-28,English,8.436,5.0,2.0,665
The Inheritance,AliVali,LoriPrince,2020-08-01,English,10.032,4.5,2.0,608
The Secret,MayArcher,"AlexanderCendese,IggyToma",2019-08-10,English,7.032,5.0,2.0,598
Stand in Place,MaryCalmes,GregBoudreaux,2019-09-23,English,8.016,5.0,1.0,519
King Me: A Forever Wilde Novel,LucyLennox,MichaelDean,2019-09-08,English,8.016,5.0,1.0,537
A Bittersweet Garden,CarenJ.Werlinger,AlanaKerrCollins,2019-04-06,English,8.016,5.0,1.0,603
Looking Through Windows,CarenJ.Werlinger,EileenStevens,2019-04-06,English,8.016,5.0,1.0,509
Cast Me Gently,CarenJ.Werlinger,ShalaunaCasey,2019-04-06,English,10.032,4.0,1.0,614
Neither Present Time,CarenJ.Werlinger,ElizaFoss,2019-04-06,English,8.016,5.0,1.0,578
Santori Reloaded,MarisBlack,J.F.Harding,2019-05-14,English,8.016,5.0,1.0,394
Raising Hell,DarylBanner,ChrisChambers,2019-05-21,English,8.436,5.0,1.0,697
LOL: Laugh out Loud,"LucyLennox,MollyMaddox",MichaelPauley,2019-04-17,English,8.016,5.0,1.0,562
The Spy's Love Song,KimFielding,DrewBacca,2019-02-28,English,4.212,5.0,1.0,332
Wanted - Bad Boyfriend,TAMoore,MichaelMola,2019-02-28,English,5.6160000000000005,1.0,1.0,380
Love You So Special,TaraLain,RyForest,2019-01-24,English,4.212,5.0,1.0,318
Santori Reborn,MarisBlack,J.F.Harding,2019-12-02,English,8.016,5.0,1.0,447
The Quarterback,MackenzieBlair,GregBoudreaux,2018-04-17,English,8.016,5.0,1.0,575
Jagged Edge,JoRaven,"TeddyHamilton,IggyToma",2018-03-13,English,11.256,3.0,1.0,663
Water Under Bridges,HarperBliss,AngelaDawe,2018-02-01,English,9.84,4.0,1.0,358
Think of England,KJCharles,TomCarter,2017-02-11,English,8.016,5.0,1.0,410
Weeping Walls,GerriHill,AbbyCraden,2019-06-28,English,7.032,5.0,1.0,432
Back Piece,L.A.Witt,MichaelFerraiuolo,2019-09-04,English,8.436,4.0,1.0,633
Deck the Halls,MaxWalker,GregBoudreaux,2019-04-23,English,7.032,5.0,1.0,376
Pretend Girlfriend,LilyCraig,"EmilyBeresford,GabraZackman",2019-02-19,English,5.628,5.0,1.0,322
All the Little Moments,G.Benson,CatGould,2019-12-06,English,8.436,4.0,1.0,883
Blood & Ice,ArianaNash,CornellCollins,2019-10-12,English,8.436,1.0,1.0,652
King Slayer,LaylaReyne,TristanJames,2019-10-15,English,7.032,5.0,1.0,337
Dyed and Gone to Heaven,AimeeNicoleWalker,JoelLeslie,2019-08-27,English,7.032,5.0,1.0,474
A Fighting Chance,TatumWest,"AlexanderCendese,TorThom",2019-07-24,English,5.628,5.0,1.0,489
American Prince,SierraSimone,"GuyLocke,StephanieRose",2017-06-27,English,11.256,5.0,1.0,677
From a Jack to a King,ScottyCade,KennethObi,2018-07-12,English,5.6160000000000005,5.0,1.0,423
Perfect Rhythm,Jae,AngelaDawe,2018-03-27,English,8.436,4.5,3.0,684
The Weight of It All,N.R.Walker,JoelLeslie,2017-03-10,English,9.84,5.0,3.0,464
Prophesy,A.E.Via,NathanielBlack,2018-06-19,English,7.032,5.0,1.0,410
How to Bang a Billionaire,AlexisHall,JoelLeslie,2018-01-16,English,6.0,4.0,1.0,660
How to Blow It with a Billionaire,AlexisHall,JoelLeslie,2018-02-13,English,6.0,5.0,1.0,697
Under the Whispering Door,TravisKlune,KirtGraves,2021-10-28,English,3.876,5.0,14.0,894
The Jasmine Throne,TashaSuri,ShiromiArserio,2021-08-06,English,6.0,3.0,1.0,1183
Light from Uncommon Stars,RykaAoki,CindyKay,2021-09-28,English,2.172,4.0,1.0,793
Kings Rising,C.S.Pacat,StephenBelDavies,2017-06-27,English,8.016,5.0,3.0,530
Trailer Park Trickster,DavidR.Slayton,MichaelDavidAxtell,2021-12-10,English,9.84,4.0,1.0,522
"Black Leopard, Red Wolf",MarlonJames,DionGraham,2019-05-02,English,11.484,3.0,2.0,1441
Happy Endings,AliceWinters,GregBoudreaux,2020-12-22,English,8.016,5.0,1.0,452
A King to Be Claimed,BreaAlepoú,JohnSolo,2020-06-16,English,5.628,5.0,1.0,329
Evolved,N.R.Walker,JoelLeslie,2018-04-09,English,7.032,5.0,2.0,497
The Psychology of Time Travel,KateMascarenhas,EllieHeydon,2020-04-28,English,14.064,4.0,1.0,490
When Women Were Warriors Book I,CatherineM.Wilson,JanisIan,2014-06-25,English,10.032,5.0,2.0,645
The Atlas Six,OlivieBlake,"SteveWest,SihoEllsmore,MunirihGrace,",2022-03-03,English,3.876,4.5,2.0,959
The Eye of the World,RobertJordan,RosamundPike,2021-11-16,English,4.0200000000000005,5.0,33.0,1975
Project Hail Mary,AndyWeir,RayPorter,2021-04-05,English,12.036,5.0,926.0,970
Origin,DanBrown,PaulMichael,2017-03-10,English,11.484,4.5,558.0,1090
Leviathan Falls,JamesS.A.Corey,JeffersonMays,2021-11-30,English,15.468,5.0,12.0,1180
Fire and Blood,GeorgeR.R.Martin,SimonVance,2018-11-20,English,12.3,4.5,36.0,1635
House of Sky and Breath,SarahJ.Maas,ElizabethEvans,2022-02-15,English,13.656,5.0,18.0,1662
Towers of Midnight,"RobertJordan,BrandonSanderson","MichaelKramer,KateReading",2010-02-11,English,4.0200000000000005,5.0,16.0,2303
Better Off Dead,"LeeChild,AndrewChild",JeffHarding,2021-10-26,English,13.116,4.0,19.0,543
Bastion,PhilTucker,NickPodehl,2022-03-16,English,24.12,4.0,1.0,2303
The Count of Monte Cristo,AlexandreDumas,JohnLee,2008-06-17,English,16.056,5.0,56.0,2816
Dharmayoddha Kalki: Avatar of Vishnu,KevinMissal,ManishDongardive,2021-10-14,English,10.032,4.0,94.0,754
The Ultimate Jules Verne Collection of 6 of His Greatest Works,JulesVerne,AdrielBrandt,2021-01-06,English,16.32,5.0,2.0,3184
A Wanted Man,LeeChild,JeffHarding,2012-08-30,English,11.484,4.0,14.0,707
The Lincoln Highway,AmorTowles,"EdoardoBallerini,MarinIreland,DionGraham",2021-10-21,English,13.116,4.5,23.0,999
The Great Hunt,RobertJordan,"KateReading,MichaelKramer",2003-12-28,English,3.612,4.5,65.0,1594
Star Wars: Darth Plagueis,JamesLuceno,DanielDavis,2012-10-01,English,13.572000000000001,4.5,18.0,885
The Gray Man,MarkGreaney,JaySnyder,2010-08-30,English,10.032,4.0,12.0,671
A Crown of Swords,RobertJordan,"KateReading,MichaelKramer",2006-01-01,English,4.0200000000000005,4.5,20.0,1824
A Feast for Crows,GeorgeR.R.Martin,RoyDotrice,2015-03-11,English,12.3,4.5,29.0,2030
The Keeper Chronicles: The Complete Trilogy,JAAndrews,TimGerardReynolds,2020-08-09,English,24.12,4.5,12.0,2792
Theft of Swords,MichaelJ.Sullivan,TimGerardReynolds,2012-03-16,English,16.884,5.0,54.0,1358
Artemis,AndyWeir,RosarioDawson,2017-11-14,English,12.036,4.0,136.0,537
Crossroads of Twilight,RobertJordan,"KateReading,MichaelKramer",2003-01-17,English,3.612,3.5,16.0,1564
Tom Clancy’s Chain of Command,MarcCameron,ScottBrick,2021-11-25,English,10.656,4.5,3.0,820
She Who Became the Sun,ShelleyParker-Chan,NatalieNaudus,2021-07-22,English,3.876,4.5,11.0,876
World War Z,MaxBrooks,"ChristopherRagland,RupertFarley,NigelPilkington,",2012-11-13,English,8.652000000000001,4.5,70.0,836
A Court of Silver Flames,SarahJ.Maas,StinaNielsen,2021-02-16,English,16.884,4.5,31.0,1565
The Odessa File,FrederickForsyth,DavidRintoul,2011-02-06,English,9.024000000000001,4.5,26.0,644
The Travelling Cat Chronicles,"HiroArikawa,PhilipGabriel",GeorgeBlagden,2018-05-24,English,7.38,4.5,43.0,359
The Hard Way,LeeChild,JeffHarding,2011-02-28,English,11.484,4.5,28.0,710
The Dragon Reborn,RobertJordan,"KateReading,MichaelKramer",2003-12-28,English,3.612,4.5,53.0,1488
Hyperion,DanSimmons,"MarcVietor,AllysonJohnson,KevinPariseau,",2008-12-22,English,10.044,4.5,54.0,1244
God of War,"J.M.Barlog,CoryBarlog",AlastairDuncan,2018-08-28,English,9.84,4.5,27.0,586
The Fall of Hyperion,DanSimmons,VictorBevine,2008-12-22,English,10.032,4.5,32.0,1305
The Seven Deaths of Evelyn Hardcastle,StuartTurton,JotDavies,2018-08-02,English,8.652000000000001,4.5,261.0,1001
Satyayoddha Kalki: Eye of Brahma,KevinMissal,ManishDongardive,2021-12-22,English,10.032,4.5,40.0,721
New Spring,RobertJordan,"KateReading,MichaelKramer",2003-12-28,English,2.172,4.5,14.0,758
Dead Silence,S.A.Barnes,LaurenEzzo,2022-08-02,English,2.172,3.5,2.0,770
Red Rising,PierceBrown,TimGerardReynolds,2014-01-28,English,14.064,4.5,78.0,972
The Restaurant at the End of the Universe,DouglasAdams,MartinFreeman,2012-06-12,English,3.876,4.5,245.0,347
The Shadow of the Gods,JohnGwynne,ColinMace,2021-05-05,English,6.0,4.5,6.0,1094
The House in the Cerulean Sea,TravisKlune,DanielHenning,2021-08-07,English,3.876,4.5,75.0,731
Path of Daggers,RobertJordan,"MichaelKramer,KateReading",2008-11-11,English,3.612,4.0,19.0,1405
Morning Star,PierceBrown,TimGerardReynolds,2016-09-02,English,12.66,5.0,31.0,1310
The Tales of Beedle the Bard,J.K.Rowling,"WarwickDavis,NomaDumezweni,JasonIsaacs,",2020-03-31,English,7.824,4.5,1088.0,95
Mother of Learning Arc 1,"nobody103,DomagojKurmaic",JackVoraces,2021-12-21,English,24.12,5.0,4.0,1375
Ready Player Two,ErnestCline,WilWheaton,2020-11-24,English,10.656,4.0,87.0,826
A Memory of Light,"RobertJordan,BrandonSanderson","MichaelKramer,KateReading",2013-08-01,English,4.0200000000000005,5.0,16.0,2507
The Gathering Storm,"RobertJordan,BrandonSanderson","MichaelKramer,KateReading",2009-10-27,English,4.0200000000000005,5.0,11.0,1978
Jurassic Park,MichaelCrichton,ScottBrick,2015-12-05,English,12.06,4.5,59.0,910
Leviathan Wakes,JamesS.A.Corey,JeffersonMays,2017-06-30,English,6.0,5.0,21.0,1256
The Bear and the Dragon,TomClancy,MichaelPrichard,2014-03-13,English,12.648,4.5,10.0,2575
Winter's Heart,RobertJordan,"KateReading,MichaelKramer",2011-01-03,English,3.612,4.5,12.0,1452
Hotel,ArthurHailey,ChrisAbernathy,2020-03-17,English,8.436,4.5,18.0,917
A Reaper at the Gates,SabaaTahir,"SamanthaSutherland,AyshaKala,JackFarrar,",2018-06-21,English,6.6000000000000005,4.5,11.0,877
Rise of Empire,MichaelJ.Sullivan,TimGerardReynolds,2012-09-05,English,16.884,4.5,33.0,1587
All Systems Red,MarthaWells,KevinR.Free,2017-10-30,English,5.628,4.0,22.0,197
Shogun,JamesClavell,RalphLister,2015-09-07,English,21.096,5.0,41.0,3214
Tom Clancy's True Faith and Allegiance,MarkGreaney,ScottBrick,2016-06-12,English,15.936,4.5,19.0,1178
Mostly Harmless,DouglasAdams,MartinFreeman,2012-12-14,English,3.876,4.5,41.0,392
Ascension,TurtleMe,TravisBaldree,2021-06-15,English,20.1,5.0,7.0,1458
